name,Resizing,Repositioning,Refilling,Repeating,Inclusion,Cutout,Replication,Division
DVP_101_200-45.png,1,0,1,0,1,0,1,0
DVP_101_200-51.png,1,0,1,0,1,0,1,0
DVP_1_100-53.png,0,0,1,0,1,0,0,1
DVP_1_100-54.png,0,0,1,0,1,0,0,1
e009bf9165af0f079312aee82c6bfe19.jpg,0,0,1,0,0,1,1,0
e0a7542eaaa464804dacc02ee1ed2cb9.jpg,0,0,0,0,1,0,2,0
e226163035651aa2fe00a83e1920e49c.jpg,0,0,1,0,0,0,1,0
e2d7dd6032f6c75cd5f7a165d57a7a71.jpg,0,0,0,0,1,0,2,0
e3f6b4aaa53ff9b1f88c0eb19fa5ed5c.jpg,0,0,0,1,1,0,1,0
e57f5e00442b2436b1ca58a855ddfee4.jpg,0,0,0,0,1,0,0,0
e588ac5e0944167d9fb91a60cbf577f2.jpg,0,0,0,0,0,0,0,0
e67a3995594729bb5ad54f79c4d33467.jpg,0,0,1,1,1,0,1,0
e8e14e266025f6e9a9f603776ecfd1a2.jpg,0,0,0,0,1,1,0,0
e909cfde3feb16fa625a3659de9b3472.jpg,1,0,1,0,1,0,1,0
e9549243d9f1630b04d4245718f4453f.jpg,0,0,0,0,1,0,1,0
eaa3eb9190fca3eb0fe5ad194a37a1cf.jpg,1,0,1,0,1,0,1,0
eb45556c3c5887cc9e52d45ebfc67d4e.jpg,0,0,0,0,1,0,0,1
ec59faa67bbcbf392c6cd16c08a9bca3.jpg,0,0,1,0,2,1,1,0
ec7edd02aa164a0f57a835823f190dbf.jpg,0,0,0,0,1,0,0,0
ecea07b401b265812b41cfcd1261a097.jpg,0,0,0,0,1,0,0,1
edcfb091817facca709262a0eed7698f-1.jpg,0,0,1,0,0,0,1,0
edcfb091817facca709262a0eed7698f-2.jpg,0,0,1,0,0,0,1,0
edcfb091817facca709262a0eed7698f-3.jpg,0,0,1,1,1,0,1,0
edcfb091817facca709262a0eed7698f-4.jpg,0,0,1,0,1,0,0,1
edcfb091817facca709262a0eed7698f-5.jpg,1,0,1,0,1,0,1,0
edcfb091817facca709262a0eed7698f-6.jpg,0,0,1,0,1,0,1,0
edcfb091817facca709262a0eed7698f-7.jpg,0,0,1,0,1,0,1,1
edcfb091817facca709262a0eed7698f-8.jpg,0,0,1,0,1,0,1,0
edcfb091817facca709262a0eed7698f-9.jpg,0,0,1,0,1,0,1,0
EDxGwm4_d.webp,0,0,1,1,1,0,1,0
efcb867cdb4902be8d8848b314ef7aa0.jpg,0,0,0,0,1,0,0,1
efcc89168b0584ba6f382e8a527cb12a.jpg,0,0,0,0,1,0,0,1
EhmEiHEoTnNzMYEhwww46A-1200-80.jpg,0,0,0,0,1,1,0,0
ethics-explorer.png,0,0,1,0,0,0,2,0
Evolution-in-design.jpg,0,0,0,0,1,0,1,0
example-excel-pictograph.png,0,0,0,1,1,0,1,0
eye-for-an-eye.png,0,0,1,1,1,0,1,0
f20783386620b121d930e28f9b19e80e.jpg,2,0,1,0,1,1,1,0
f740dc6fe2a2bd4f2ebf29ad62b242c7.jpg,0,0,1,0,1,0,1,0
f7d2739cd9bf51670504f66637eccb8e.jpg,1,0,1,0,1,0,1,0
f7da77058d3c992b3417cf1ea60efaea.jpg,0,2,0,0,0,0,0,0
f83959e7a1fc2d81226107dc0f316513.jpg,1,0,0,0,1,0,1,0
f8e43db557dbafbf029bab3f34a2db5c.jpg,0,0,1,0,1,0,0,1
f94ad3001b8834045665287389a32ff7.jpg,0,0,1,0,0,0,2,0
f9d25cfb7c546948b029c331d3e3b68c.jpg,0,0,0,0,1,0,0,1
f9e386f5d05b5f9f42b075f9e1016882.jpg,0,0,1,0,1,0,1,0
fa8025c0e4db9afc440edd45157aae73.jpg,0,0,1,0,1,0,1,0
FacialHairWmaskLG.jpg,0,0,0,0,1,0,2,0
faf6c60c329165a9eda6b23ae0282b63.jpg,0,0,0,0,1,0,0,1
fairness.png,0,0,0,0,1,0,1,0
fallen-world-war.png,0,0,1,1,1,0,1,0
famous-writers-sleep-productivity.png,0,0,1,0,0,0,1,0
fbf6b8cb192bb1a2447615bc403ac44d.jpg,0,2,1,0,0,0,1,0
fc1acee4a4a90f09a5c319b60351a063.png,0,0,0,0,1,1,1,0
fc52ef725ca3bedcee7e860cfdd273ec.jpg,0,0,0,0,1,1,0,0
fc85c722282311.56045d0ab6940.jpg,0,0,1,1,1,0,0,0
fc9673bef0bab4a2894e8462b93c2822.jpg,1,0,0,0,1,0,1,0
fd1013d292d27071471d866c0b61f3a8.jpg,0,0,1,0,1,0,0,0
feel-about-ebola.png,0,0,0,1,1,0,0,0
figure2.jpg,0,0,1,1,1,0,1,0
FishPharm.jpg,0,0,1,0,1,0,0,0
food-stamps-960x768.jpg,0,0,1,0,1,0,1,0
fortune-500-ceos-2018-1600x.png,0,0,1,1,1,0,0,0
French-fry-power-rankings.jpg,0,1,0,0,1,0,1,0
freshwater-withdrawals.webp,1,0,0,0,1,0,1,0
Game-of-Thrones-deaths-1090x589.png,0,0,1,1,1,0,1,0
gareth-holt.jpg,0,0,1,0,1,0,0,1
gemmawarrinertwenty-fifty05.jpg,0,0,0,0,1,0,0,0
gemmawarrinertwenty-fifty09.jpg,0,0,0,0,1,0,0,0
Germans-world-travel-champs-1600x.png,0,0,1,1,1,0,1,0
Gerrymandering-comic-768x396.png,0,0,1,1,1,0,1,0
GMDH02_50001.jpg,0,0,1,0,2,0,0,0
GMDH02_50002.jpg,0,0,1,1,1,0,1,0
GMDH02_50003.jpg,0,0,0,1,0,0,1,0
GMDH02_50004.jpg,0,0,0,1,1,0,1,0
GMDH02_50005.jpg,0,0,1,1,0,0,1,0
GMDH02_50006.jpg,0,0,1,1,0,0,1,0
GMDH02_50007.jpg,0,0,0,1,1,0,1,0
GMDH02_50008.jpg,0,0,1,1,0,0,1,0
GMDH02_50009.jpg,0,0,1,1,1,0,1,0
GMDH02_50010.jpg,0,0,1,1,1,0,1,0
GMDH02_50012.jpg,0,0,1,1,0,0,1,0
GMDH02_50013.jpg,0,0,1,1,1,0,1,0
GMDH02_50014.jpg,0,0,0,1,1,0,1,0
GMDH02_50015.jpg,0,0,0,1,0,0,1,0
GMDH02_50016.jpg,0,0,0,1,1,0,1,0
GMDH02_50017.jpg,0,0,1,1,1,0,1,0
GMDH02_50018.jpg,0,0,1,1,0,0,1,0
GMDH02_50019.jpg,0,0,1,1,1,0,1,0
GMDH02_50020.jpg,0,0,1,1,1,0,1,0
got-characters.png,0,1,0,0,0,0,1,0
grafico-pizza-in-brasile.jpg,0,0,0,0,1,1,0,0
Graphs-and-Charts-Picture-Graphs-2007-Top-10-Countries-by-Military-Expenditure-PPP.png,0,0,0,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-2007-Top-10-Countries-by-Military-Expenditure-PPP42.png,0,0,0,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-A-Graph-to-Show-the-Increse-in-Subscibers-on-YouTube-to-Anonymous-videos.png,1,0,1,0,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Academic-Costs-For-Residents-2015-16.png,0,0,1,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Average-Energy-Prices-For-Manufacturers (1).png,0,0,1,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Barrie-Population82.png,0,0,1,1,0,0,1,0
Graphs-and-Charts-Picture-Graphs-Cities-With-The-Most-Skyscrapers (1).png,0,0,0,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Computer-And-Internet-Use-At-Home-Over-Time (1).png,0,0,1,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Manufacturing-In-America.png,1,0,1,0,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Peru-Wheat-Area-And-Production (1).png,0,0,0,1,0,0,1,0
Graphs-and-Charts-Picture-Graphs-Picture-Graph.png,1,0,1,0,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Population-Growth-by-Continent-2010-2013.png,1,0,1,0,0,0,1,0
Graphs-and-Charts-Picture-Graphs-Production-Of-Biofuels (1).png,1,0,1,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Regional-Population-Growth-From-2010-To-2016.png,1,0,1,0,1,0,1,0
Graphs-and-Charts-Picture-Graphs-The-Increse-In-Subscibers-On-YouTube-To-Anonymous-Videos.png,0,0,0,1,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Total-Value-of-Manufacturers-shipments.png,1,0,1,0,1,0,1,0
Graphs-and-Charts-Picture-Graphs-Unemployment-Rates-Of-Persons-25-Years-Old-And-Over.png,0,0,1,1,1,0,1,0
great-war.png,0,0,1,1,0,0,1,0
GreenbizChartjunk.jpg,0,1,0,0,1,0,1,0
gun-violence-chart.png,0,2,0,0,0,0,2,0
hand-dryness.png,0,0,1,0,1,0,1,0
history-bruce-springsteen.png,0,0,1,0,1,0,1,0
history-detainee-population.png,0,0,0,1,1,0,1,0
homework-featured-768x409.png,0,0,1,1,0,0,0,0
homicides-in-the-district.png,0,2,0,0,0,0,0,0
hostile-terrain.png,0,2,0,0,0,0,0,0
how-many-households.png,1,0,0,0,1,0,1,0
how-much-science.png,0,0,0,0,0,0,0,0
how-s-life-in-sweden-1600x.png,0,0,1,1,1,0,1,0
how-sanders-happened.png,0,0,0,0,1,0,1,0
How-to-Create-Pictographs-and-Icon-Arrays-in-Visme-6.jpg,0,0,2,1,2,2,2,2
how-trump-happened.png,0,0,1,1,1,0,1,0
i.jpg,0,0,1,0,1,1,1,0
if-only-100-twitter.png,0,0,1,1,1,0,1,0
if-world-were-100.png,0,0,1,1,1,0,1,0
image.jpg,0,0,0,0,1,1,0,0
image.png,1,0,0,0,0,0,1,0
imagegroup.jpeg,0,0,0,0,1,0,2,0
images (1).png,0,0,1,1,1,0,1,0
images (2).png,2,0,1,0,1,1,0,0
images (3).png,0,0,1,0,1,0,0,1
images(4).png,0,0,1,1,1,0,1,0
images.png,0,0,1,1,1,0,1,0



immunization-infographic.jpg,0,0,1,1,1,0,0,0
impoverished-states.png,0,0,1,1,1,0,1,0
infographic和象简历的-33622700.jpg,0,0,0,1,1,0,0,0
international-criminal-tribunals.png,0,0,1,0,0,0,1,0
ipad-expanded-battery.jpg,1,0,0,0,0,0,1,0
Is-Barack-Obama-the-President-960x737.png,0,0,1,1,1,0,1,0
isotype-comparison.jpg,0,0,1,1,1,0,1,0
isotype-only-an-ocean-10.jpg,0,0,1,1,1,0,1,0
isotype-only-an-ocean-11.jpg,0,0,1,1,1,0,1,0
isotype-only-an-ocean-13.jpg,0,0,1,1,0,0,1,0
isotype-only-an-ocean-15.jpg,0,0,1,1,1,0,1,0
isotype-only-an-ocean-16.jpg,0,0,1,1,1,0,1,0
isotype-only-an-ocean-17.jpg,0,0,1,1,1,0,1,0
isotype-only-an-ocean-7.jpg,0,0,0,0,0,0,1,0
i_Emoji-Usage-Among-Men-and-Women-Pictogram_full.jpg,0,0,1,1,1,0,1,0
i_Football-Players-with-the-most-Instagram-Followers-Pictogram_full.jpg,0,0,1,1,1,0,1,0
i_Freelance-Employer-Locations-Pictograms_full.jpg,0,0,1,0,1,0,1,1
i_Mobile-Operating-System-Market-Share-Pictogram_full.jpg,0,0,0,0,1,0,1,0
journalists-imprisoned-china.png,0,0,0,0,0,0,1,0
Kevin-Durant-shoe-falloff-768x333.png,0,0,1,1,0,0,1,0
las-vegas-shooting.png,0,0,1,1,1,0,1,0
lei60.png,0,0,1,0,1,0,1,0
llhgv40z1xrcxxdfocan.jpg,0,0,1,0,1,0,1,0
local-fatalities.png,0,2,0,0,0,0,1,0
LONDON_smoking.png,0,0,0,0,1,0,2,0
mackenzie-isotype1.jpg,0,0,1,1,0,0,1,0
mackenzie-isotype2.jpg,0,0,1,0,1,0,0,0
mackenzie-isotype3.jpg,0,1,1,1,1,0,1,0
mackenzie-isotype4.jpg,0,0,0,1,1,0,1,0
main-qimg-d8a9828129f387f538e7ac947c149ec1.webp,0,0,1,0,1,0,0,1
Map-of-happiness-768x686.png,0,0,1,0,1,0,1,0
mapping-segregation.png,0,2,0,0,0,0,2,0
march-madness.png,0,0,1,1,1,0,1,0
marriage-and-divorce.png,0,0,0,1,1,0,1,0
married-people-sex.png,1,0,0,0,1,0,1,0
mass-shooting-america.png,0,0,1,1,1,0,0,0
mcquaid-happiness.png,0,0,1,0,0,0,0,0
memory-monster.jpg,1,0,0,0,0,0,1,0
MI-CI111_NASDAQ_9U_20150302190040.jpg,0,0,0,0,1,0,0,0
millions-women.png,0,0,0,1,1,0,1,0
misfit-april.png,0,0,1,0,1,0,0,0
monthly-unemployment.png,0,0,1,0,1,0,1,0
MPI_2019_1-3_billion_people_infgr.png,0,0,1,1,1,0,0,0
my-place-world.png,0,0,1,0,1,0,0,1
nba-players-role.png,0,0,1,0,1,0,1,0
north-south-korea.png,0,0,1,1,1,0,1,0
number-unique-words.png,0,2,0,0,0,0,1,0
NZ_GraphicGuidelines_Graph13.gif,0,0,0,1,1,0,1,0
objects-stuck-desktop-1.jpg,0,0,0,1,0,0,2,0
old-charts-people.png,0,0,1,1,1,0,1,0
open-uri20140702-32143-he9e6d.jpeg,0,0,1,0,1,0,1,1
otlCliosCoffee.jpg,0,0,0,0,1,0,0,1
out-of-sight.png,0,0,1,0,0,0,1,0

people-killed-since-newton.png,0,0,1,1,1,0,2,0
percentage-married.png,0,0,1,0,1,0,1,0
personal-activities.png,0,0,1,0,0,0,0,0
philadelphia-shooting.png,0,0,1,0,0,0,1,0
pic146.png,0,0,0,0,1,0,1,0
pic181.png,1,0,0,0,1,0,1,0
pic184.png,0,0,1,0,1,0,0,0
pic186.png,1,0,0,0,1,0,1,0
pic216.png,0,0,1,1,1,0,1,0
pic218.png,0,0,1,0,1,0,0,1
pic240.png,0,0,0,0,1,0,0,0
pic266.png,0,0,0,1,1,0,1,0
pic329.png,0,0,1,1,1,0,1,0
pic363.png,0,0,1,0,1,0,1,1
pic377.png,0,0,1,1,1,0,1,0
pic401.png,0,0,1,0,1,0,1,0
pic429.png,1,0,1,0,1,0,1,0
pic431.png,1,0,1,0,1,0,1,0
pic434.png,0,0,0,1,0,1,1,0
pic463.png,0,0,1,0,0,0,0,0
pic483.png,0,0,1,2,1,0,1,0
pic505.png,0,0,0,0,0,0,1,0
pic507.png,1,0,0,0,1,0,1,0
pic525.png,0,0,1,1,0,0,1,0
pic544.png,0,0,1,0,0,0,0,0
pic583.png,0,0,1,1,1,0,1,0
pic611.png,1,0,1,0,1,0,1,0
pic662.png,1,0,1,0,1,0,1,0
pic686.png,0,0,1,0,1,0,0,1
pic73.png,0,1,1,0,1,0,1,0
pic763.png,0,0,0,0,1,0,0,1
pic767.png,1,2,1,0,1,0,1,0
pic780.png,1,1,1,0,1,0,1,0
pic896.png,0,0,0,0,1,0,1,0
pic900.png,1,0,0,0,1,0,1,0
pic906.png,0,0,1,1,1,0,1,0
pic926.png,0,0,0,0,0,0,1,0
pic954.png,1,0,0,1,1,0,1,0
pic957.png,0,0,0,0,1,0,0,0
pic967.png,0,0,1,0,1,0,1,1
pic975.png,0,0,1,0,1,0,1,0
pictogram (1).png,0,0,0,1,0,0,1,0
pictogram.png,0,0,1,1,0,1,1,0
pictograph-l.jpg,0,0,1,1,0,0,1,0
pictograph.png,0,0,1,1,1,0,1,0
poverty-in-syria.png,0,0,1,1,0,0,0,0
Predicting-mass-shooting.png,0,0,1,1,1,0,0,0
Probability-of-breakup-1090x753.png,0,0,1,1,1,0,1,0
proportion-elementary-school.png,0,0,0,1,1,0,1,0
quick-facts.png,0,0,1,1,1,0,1,0
Quocirca_PrintSecurity2019_Landscape.png,0,0,0,1,1,0,1,0
religious-itentity.png,0,2,0,0,1,0,2,0
risk-cycling.png,0,0,0,2,0,0,0,0
romania-the-most-religious-out-of-34-european-contries-1600x.png,0,0,1,1,1,0,1,0
Sample-Infographics-Computer-and-Internet-Use-in-the-United-States.png,1,0,1,0,1,0,1,0
Sample-Infographics-World-Population-Infographics.png,0,0,1,1,1,0,1,0
Sample-Pictorial-Chart-Small-Business-Statistics-UK-2013.png,1,0,0,1,1,0,1,0
san-francisco-gay.png,0,0,1,1,0,0,0,0
sarah-illenberger.jpg,0,0,1,0,1,0,1,0
Screen-shot-2012-01-20-at-3.05.28-PM6-500x357.png,0,2,0,0,1,0,1,0
Screen-Shot-2015-06-16-at-10.21.30-AM.png,0,0,1,0,1,0,1,1
Screen-Shot-2015-11-02-at-17.14.32.png,0,0,1,0,1,0,1,1
Screen-Shot-2016-05-19-at-16.34.04.png,0,0,0,0,1,0,1,0
Screen-Shot-2016-05-19-at-16.42.29.png,0,0,1,0,1,0,1,0
se-vitimas-covid-vizinhos.png,0,2,0,0,0,0,0,0
seven-billion-world.png,0,0,0,1,1,0,0,0
seven-year-itch.png,0,0,1,0,0,0,1,0
sexexperience.png,0,0,1,1,0,0,1,0
shifting-incomes.png,0,0,1,0,1,0,1,0
simulated-dendrochronology.png,0,0,2,0,1,0,2,0
Skærmbillede-2016-01-21-kl.-16.09.24.png,0,0,1,0,2,0,0,1
Skærmbillede-2016-01-22-kl.-15.44.09-300x300.png,0,0,1,1,1,0,1,0
Skærmbillede-2016-01-23-kl.-17.42.34.png,0,0,1,0,1,0,1,1
Skærmbillede-2016-01-24-kl.-21.46.03.png,0,0,0,0,1,0,0,1
Skærmbillede-2016-01-24-kl.-21.49.21-300x300.png,0,0,0,1,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.06.19.png,0,0,0,0,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.08.09-300x300.png,1,0,1,0,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.11.19.png,0,0,1,0,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.20.27.png,0,0,0,0,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.32.06.png,1,0,0,0,0,0,1,0
Skærmbillede-2016-02-02-kl.-16.33.10.png,1,0,0,0,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.34.00.png,0,0,0,0,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.35.03.png,0,0,0,0,1,0,1,0
Skærmbillede-2016-02-02-kl.-16.36.08.png,0,0,0,0,1,0,0,0
Skærmbillede-2016-02-03-kl.-13.24.54.png,0,0,0,0,1,0,0,0
Skærmbillede-2016-02-04-kl.-10.39.19.png,1,0,0,0,1,0,1,0
Skærmbillede-2016-02-04-kl.-11.35.51.png,0,0,0,0,1,0,1,0
Skærmbillede-2016-02-10-kl.-11.15.15Paris.png,0,0,1,0,1,1,1,0
Skærmbillede-2016-02-10-kl.-11.17.34.png,0,0,1,2,1,0,1,0
Skærmbillede-2017-02-23-kl.-14.33.47.png,0,0,1,1,1,0,1,0
Skærmbillede-2017-02-23-kl.-16.25.37.png,0,0,0,1,1,0,1,0
Skærmbillede-2017-02-23-kl.-16.36.42.png,0,0,1,1,1,0,0,0
Skærmbillede-2017-02-23-kl.-16.38.30.png,0,0,1,1,1,0,0,0
Skærmbillede-2017-09-04-kl.-15.14.02.png,1,0,0,0,1,0,1,0
Skærmbillede-2017-09-04-kl.-15.15.20.png,0,0,1,0,1,0,0,1
Skærmbillede-2017-09-04-kl.-15.53.21.png,0,0,1,0,1,0,1,1
Skærmbillede-2017-09-26-kl.-14.25.19.png,0,0,1,0,1,0,0,1
Skærmbillede-2017-10-06-kl.-12.40.01.png,0,0,0,0,0,1,1,0
Social-media-vs-real-life-Democrats-1090x538.png,0,0,1,1,1,0,1,0
Speaking-the-world.jpg,1,0,1,0,1,0,1,0
statistique-du-mariage.png,0,0,0,1,1,0,1,0
staying-same-line.png,0,0,1,0,1,0,1,1
stories-behind-line.png,0,2,1,0,0,0,1,0
Superbowls-e1453420405721.png,0,0,1,1,0,0,0,0
svijet-sa-100-ljudi16.jpg,1,0,1,0,1,0,0,1
svijet-sa-100-ljudi2.jpg,0,0,0,0,1,0,0,1
symmetry-of-my-life.png,0,0,0,0,2,0,1,0
teslas-market-cap-dwarfs-15-major-automakers-yet-commands-v0-cu34ac2ndwme1.webp,0,0,1,0,1,0,0,1
testing-for-antibodies.png,0,0,1,1,1,0,0,0
th-10_10_ff1.jpg,0,0,0,0,1,0,0,0
th-10_10_ff3.jpg,0,0,0,0,1,0,0,0
the-impatient-list.png,0,0,1,0,1,0,1,0
The-Most-Common-Drugs-in-the-World-Cannabis.jpg,1,2,1,0,1,0,2,0
the-workers.png,0,0,0,0,0,0,0,0
the-worlds-best-selling-whiskies-v0-84zmx1m0q4me1.webp,0,0,1,0,1,0,1,0
theinfocapital_passports.png,1,0,1,0,1,0,1,0
Timeline-of-Earth-1090x856.png,0,0,0,0,1,0,0,0
TIM截图20200302124924.png,1,0,0,1,1,0,1,0
TIM截图20200313165038.png,1,0,1,0,1,0,1,0
TIM截图20200313165059.png,1,0,1,0,1,0,1,0
TIM截图20200313165134.png,1,0,1,0,1,0,1,0
TIM截图20200313165144.png,1,0,1,0,1,0,1,0
TIM截图20200313165204.png,1,0,1,0,1,0,1,0
TIM截图20200313165401.png,0,0,1,1,0,0,1,0
TIM截图20200313165423.png,0,0,1,1,0,0,1,0
TIM截图20200313165645.png,1,0,0,0,1,0,1,0
TIM截图20200313165701.png,0,0,1,1,1,0,1,0
TIM截图20200313170221.png,0,0,1,1,1,0,1,0
TIM截图20200313170257.png,0,0,0,0,1,0,1,0
TIM截图20200313170320.png,0,0,0,0,1,0,1,0
TIM截图20200313170606.png,0,0,0,1,1,0,1,0
TIM截图20200313170710 autumn.png,0,0,1,1,1,0,1,0
TIM截图20200313170745.png,0,0,1,0,1,0,1,0
TIM截图20200313170949.png,0,0,0,1,1,0,0,0
TIM截图20200313171929.png,0,0,0,1,0,0,1,0
TIM截图20200313210332.png,0,0,0,1,1,0,1,0
TIM截图20200313210347.png,0,0,2,0,1,0,1,0
TIM截图20200313212441.png,0,0,1,1,1,0,1,0
TIM截图20200323110208.png,0,0,0,1,1,0,1,0
TIM截图20200323110225.png,0,0,0,0,1,0,0,0
TIM截图20200323110251.png,0,0,0,1,0,0,0,0
TIM截图20200323110306.png,0,0,0,0,1,0,0,0
TIM截图20200323110319.png,0,0,0,0,1,0,0,0
TIM截图20200323110331.png,0,0,1,1,1,0,0,0
TIM截图20200323114806.png,0,1,0,0,1,0,1,0
TIM截图20200323114823.png,1,0,0,0,1,0,1,0
TIM截图20200323114827.png,0,0,0,1,1,0,1,0
TIM截图20200323114835.png,0,0,1,1,0,0,1,0
TIM截图20200323114847.png,0,0,0,0,1,0,1,0
TIM截图20200323114855.png,0,0,1,1,1,0,0,0
TIM截图20200323114901.png,0,0,1,1,0,0,0,0
TIM截图20200323114905.png,0,0,1,0,1,0,1,0
TIM截图20200323114939.png,0,0,1,0,1,0,1,0
TIM截图20200323114943.png,1,0,1,0,1,0,1,0
TIM截图20200323114950.png,0,0,1,1,1,0,0,0
TIM截图20200323115008.png,0,0,0,1,1,0,0,0
TIM截图20200323115021.png,0,0,0,0,1,0,1,0
TIM截图20200323115047.png,1,0,1,0,1,0,1,0
TIM截图20200323115103.png,1,0,1,0,1,0,1,0
TIM截图20200323115108.png,0,0,0,0,1,0,0,0
TIM截图20200323115142.png,0,0,1,1,2,0,0,0
TIM截图20200323115146.png,1,0,0,0,1,0,1,0
TIM截图20200323115151.png,1,0,1,0,1,0,2,1
TIM截图20200323115215.png,0,0,0,0,1,0,1,0
TIM截图20200323115235.png,0,0,0,0,1,0,1,0
TIM截图20200323115243.png,0,0,1,0,1,0,1,0
TIM截图20200323115249.png,0,0,0,0,1,0,0,0
TIM截图20200323115259.png,0,0,0,0,1,0,0,0
TIM截图20200323115452.png,0,0,1,0,1,0,0,1
TIM截图20200323115503.png,0,0,1,1,1,0,0,0
TIM截图20200323115527.png,0,0,1,0,0,0,1,1
TIM截图20200323115537.png,0,0,0,1,1,0,0,0
TIM截图20200323115541.png,0,0,0,1,1,0,0,0
TIM截图20200323115548.png,0,0,0,0,1,0,0,0
TIM截图20200323115609.png,0,0,0,0,1,0,0,0
TIM截图20200323115628.png,0,0,1,0,1,0,2,0
TIM截图20200323115718.png,0,0,1,0,1,0,1,0
TIM截图20200323115739.png,0,0,0,1,1,0,1,0
TIM截图20200323115808.png,0,0,1,1,1,0,1,0
TIM截图20200323115830.png,0,0,1,0,1,1,1,0
TIM截图20200323115846.png,0,0,1,0,1,0,1,0
TIM截图20200323115906.png,0,0,1,0,1,0,1,0
TIM截图20200323115914.png,0,0,1,1,1,0,1,0
TIM截图20200323115920.png,0,0,0,1,0,0,0,0
TIM截图20200323115924.png,1,0,0,0,0,0,1,0
TIM截图20200323115958.png,0,0,0,0,1,0,0,0
TIM截图20200323120029.png,0,0,1,1,1,0,1,0
TIM截图20200323120043.png,0,0,1,1,1,0,1,0
TIM截图20200323120055.png,0,0,0,0,1,0,1,0
TIM截图20200323120109.png,0,0,1,1,1,0,1,0
TIM截图20200323120133.png,0,0,1,0,1,0,1,1
TIM截图20200323120154.png,0,0,1,1,1,0,1,0
TIM截图20200323120158.png,0,0,0,0,1,0,1,0
TIM截图20200323120203.png,0,0,1,1,1,0,1,0
TIM截图20200323120210.png,0,0,1,1,1,0,1,0
TIM截图20200323120216.png,0,0,1,0,1,0,1,1
TIM截图20200323120220.png,0,0,1,0,1,0,1,1
TIM截图20200323120225.png,0,0,1,0,1,0,1,1
TIM截图20200323120257.png,0,0,0,0,1,0,2,1
TIM截图20200323120311.png,1,0,1,0,1,0,1,0
TIM截图20200323120325.png,0,0,1,1,1,0,1,0
TIM截图20200323120330.png,0,0,1,0,1,0,1,1
TIM截图20200323120343.png,1,0,0,0,1,0,1,0
TIM截图20200323120401.png,0,0,0,0,1,0,1,0
TIM截图20200323120501.png,1,0,0,0,1,0,1,0
TIM截图20200323120517.png,0,0,1,0,1,0,1,1
TIM截图20200323120541.png,0,0,1,0,1,0,0,1
TIM截图20200323120545.png,0,0,1,0,1,0,1,1
TIM截图20200323120620.png,0,0,1,0,1,0,1,0
TIM截图20200323120628.png,0,0,0,0,1,0,1,0
TIM截图20200323120638.png,1,0,1,0,1,0,1,0
TIM截图20200323120649.png,0,0,1,1,0,0,1,0
TIM截图20200323120656.png,0,0,0,1,1,0,2,0
TIM截图20200323120701.png,1,0,1,0,1,0,1,0
TIM截图20200323120713.png,1,0,0,1,1,0,1,0
TIM截图20200323120724.png,0,0,1,1,0,0,1,0
TIM截图20200323120731.png,0,0,1,0,1,0,2,1
TIM截图20200323120745.png,1,0,0,0,1,0,1,0
TIM截图20200323120800.png,0,0,1,0,1,0,0,0
TIM截图20200323120804.png,0,0,1,1,1,0,0,0
TIM截图20200323120810.png,0,0,1,1,0,0,0,0
TIM截图20200323120815.png,0,0,1,1,1,0,0,0
TIM截图20200323120819.png,0,0,1,1,1,0,0,0
TIM截图20200323120824.png,0,0,1,1,1,0,0,0
TIM截图20200323120832.png,0,0,1,0,0,0,0,0
TIM截图20200323120849.png,0,0,0,1,1,0,0,0
TIM截图20200323120853.png,0,0,0,1,1,0,0,0
TIM截图20200323120904.png,0,0,1,1,1,0,1,0
TIM截图20200323120916.png,0,0,0,1,1,0,1,0
TIM截图20200323120922.png,1,0,1,0,1,0,1,0
TIM截图20200323120942.png,0,0,1,1,1,0,1,0
TIM截图20200323120950.png,1,0,0,0,1,0,1,0
TIM截图20200323121018.png,0,0,1,0,1,0,0,1
TIM截图20200323121028.png,0,0,1,0,1,0,0,1
TIM截图20200323121135.png,0,0,0,2,0,0,0,0
TIM截图20200323121140.png,0,0,1,2,1,0,0,0
TIM截图20200323121148.png,0,0,1,1,0,0,0,0
TIM截图20200323121203.png,0,0,0,0,1,0,1,0
TIM截图20200323121208.png,0,0,1,1,1,0,0,0
TIM截图20200323121214.png,0,0,1,1,1,0,0,0
